City,Cuisines,Total_Restaurants,Average_Rating,Total_Votes
New Delhi,Beverages,35,2.757142857142857,1245
New Delhi,"Beverages, Desserts",2,1.8,23
New Delhi,"Beverages, Fast Food",11,2.6727272727272724,1778
New Delhi,"Beverages, Healthy Food",1,0.0,0
New Delhi,"Beverages, Ice Cream",1,3.1,7
New Delhi,"Beverages, Street Food",1,3.2,11
New Delhi,Bihari,3,3.4333333333333336,340
New Delhi,Biryani,36,1.3527777777777779,551
New Delhi,"Biryani, Chinese, North Indian",1,2.8,5
New Delhi,"Biryani, Hyderabadi",6,3.533333333333333,818
New Delhi,"Biryani, Kerala",1,3.2,13
New Delhi,"Biryani, Mughlai",9,1.5,109
New Delhi,"Biryani, Mughlai, Bengali, North Indian",1,3.7,89
New Delhi,"Biryani, North Indian",9,2.2222222222222223,449
New Delhi,"Biryani, North Indian, Hyderabadi",1,4.1,740
New Delhi,"Biryani, North Indian, Mughlai",2,3.7,731
New Delhi,"British, Chinese, Italian",1,3.8,244
New Delhi,"Burger, American, Fast Food",3,3.8666666666666667,522
New Delhi,"Burger, American, Fast Food, Italian, Pizza",1,4.5,162
New Delhi,"Burger, Desserts, Fast Food",10,3.3,3557
New Delhi,"Burger, Fast Food",23,3.3434782608695657,5479
New Delhi,"Burger, Fast Food, Chinese, Bakery",1,3.0,41
New Delhi,"Burger, Juices, Finger Food",1,3.6,548
New Delhi,"Burger, Pizza, Fast Food",1,0.0,0
New Delhi,"Burmese, Chinese, Japanese, Malaysian, Thai",2,3.8499999999999996,595
New Delhi,Cafe,158,2.929746835443038,16305
New Delhi,"Cafe, American, Continental, Nepalese",1,3.6,31
New Delhi,"Cafe, American, Italian",1,4.0,244
New Delhi,"Cafe, American, Italian, North Indian, Chinese",1,3.7,185
New Delhi,"Cafe, American, Tea",1,3.1,5
New Delhi,"Cafe, Asian, Italian, North Indian",1,4.2,91
New Delhi,"Cafe, Bakery",8,2.2625,631
New Delhi,"Cafe, Bakery, Italian",1,4.1,251
New Delhi,"Cafe, Bakery, Parsi",1,4.1,84
New Delhi,"Cafe, Beverages",2,2.05,92
New Delhi,"Cafe, Chinese",3,3.1666666666666665,74
New Delhi,"Cafe, Chinese, Continental, Italian, Desserts, Beverages",1,3.2,28
New Delhi,"Cafe, Chinese, Fast Food",1,3.0,4
New Delhi,"Cafe, Chinese, Italian",4,2.65,642
New Delhi,"Cafe, Continental",4,2.525,122
New Delhi,"Cafe, Continental, Chinese",2,1.7,76
New Delhi,"Cafe, Continental, Chinese, Italian",2,4.199999999999999,1248
New Delhi,"Cafe, Continental, Chinese, North Indian, Italian",1,3.6,244
New Delhi,"Cafe, Continental, Italian",7,4.1000000000000005,1286
New Delhi,"Cafe, Continental, Italian, Chinese",1,3.6,83
New Delhi,"Cafe, Continental, Italian, Chinese, North Indian",1,4.2,349
New Delhi,"Cafe, Continental, Italian, Fast Food",1,3.7,216
New Delhi,"Cafe, Continental, Italian, Mexican",1,4.0,134
New Delhi,"Cafe, Continental, Italian, Mexican, Chinese, American",1,4.7,1563
New Delhi,"Cafe, Continental, Italian, North Indian",2,3.45,213
New Delhi,"Cafe, Continental, Mexican, Italian, North Indian, Chinese",1,3.7,177
New Delhi,"Cafe, Continental, North Indian",1,3.6,261
New Delhi,"Cafe, Continental, North Indian, Chinese, Mexican",1,4.0,107
New Delhi,"Cafe, Desserts",3,3.966666666666667,863
New Delhi,"Cafe, Desserts, Bakery",2,3.65,405
New Delhi,"Cafe, Desserts, Healthy Food, Juices",1,3.7,223
New Delhi,"Cafe, European",3,3.9333333333333336,724
New Delhi,"Cafe, Fast Food",4,3.275,310
New Delhi,"Cafe, Fast Food, Asian, Italian",1,2.8,19
New Delhi,"Cafe, Fast Food, Bakery",1,0.0,1
New Delhi,"Cafe, Fast Food, Continental",1,3.2,12
New Delhi,"Cafe, Fast Food, Desserts",2,3.5999999999999996,268
New Delhi,"Cafe, Fast Food, Healthy Food",1,4.1,135
New Delhi,"Cafe, Fast Food, Italian",2,4.25,3525
New Delhi,"Cafe, Fast Food, Italian, Chinese",2,3.9499999999999997,3449
New Delhi,"Cafe, Fast Food, North Indian",1,3.9,406
New Delhi,"Cafe, Fast Food, Pizza",1,3.4,21
New Delhi,"Cafe, French",1,0.0,1
New Delhi,"Cafe, Healthy Food, Continental",2,3.8,252
New Delhi,"Cafe, Healthy Food, North Indian",1,3.0,7
New Delhi,"Cafe, Italian",6,3.1999999999999997,1008
New Delhi,"Cafe, Italian, Chinese",2,3.7,1007
New Delhi,"Cafe, Italian, Chinese, Continental",1,4.1,658
New Delhi,"Cafe, Italian, Chinese, North Indian",2,3.65,464
New Delhi,"Cafe, Italian, Continental",3,3.9,1857
New Delhi,"Cafe, Italian, Continental, Chinese",1,4.4,1537
New Delhi,"Cafe, Italian, Continental, Fast Food",1,4.3,1327
New Delhi,"Cafe, Italian, Continental, Mexican",1,4.1,37
New Delhi,"Cafe, Italian, Continental, Mexican, Mediterranean",1,3.6,555
New Delhi,"Cafe, Italian, Fast Food",1,4.3,3986
New Delhi,"Cafe, Italian, Lebanese",3,3.4333333333333336,861
New Delhi,"Cafe, Italian, Lebanese, Continental, Mediterranean",1,4.1,1653
New Delhi,"Cafe, Italian, Mexican, Salad, Desserts",1,3.4,155
New Delhi,"Cafe, Italian, North Indian",1,3.6,365
New Delhi,"Cafe, Korean",1,3.6,110
New Delhi,"Cafe, Mexican, American, Italian, Lebanese, Continental",1,4.3,4085
New Delhi,"Cafe, Mexican, Continental",1,0.0,0
New Delhi,"Cafe, Mexican, Italian, North Indian, Chinese",1,3.8,429
New Delhi,"Cafe, North Eastern",1,0.0,0
New Delhi,"Cafe, North Indian, Chinese",5,3.46,199
New Delhi,"Cafe, North Indian, Chinese, Continental",1,4.0,355
New Delhi,"Cafe, North Indian, Chinese, South Indian",1,3.2,18
New Delhi,"Cafe, North Indian, Continental",2,1.3,54
New Delhi,"Cafe, North Indian, Continental, Chinese",2,3.7,501
New Delhi,"Cafe, North Indian, Continental, Italian",1,3.7,43
New Delhi,"Cafe, North Indian, Fast Food",2,3.05,42
New Delhi,"Cafe, North Indian, Italian, Japanese, Fast Food",1,3.6,391
New Delhi,"Cafe, North Indian, Lebanese, Continental",1,3.5,30
New Delhi,"Cafe, Pizza",1,3.5,54
New Delhi,"Cafe, Pizza, Italian",1,3.8,863
New Delhi,"Cafe, South Indian, North Indian, Bakery",1,3.5,126
New Delhi,"Cafe, Tea",8,3.8125,1426
New Delhi,"Cafe, Tea, Desserts",1,3.6,34
New Delhi,"Cafe, Tibetan",1,0.0,0
New Delhi,Chinese,228,1.9469298245614035,10771
New Delhi,"Chinese, Asian, Mediterranean, Continental",1,3.9,305
New Delhi,"Chinese, Asian, Thai",2,3.75,582
New Delhi,"Chinese, Bakery",2,1.65,48
New Delhi,"Chinese, Beverages",2,3.35,77
New Delhi,"Chinese, Biryani, North Indian",1,3.0,5
New Delhi,"Chinese, Cafe",1,2.8,19
New Delhi,"Chinese, Cafe, Fast Food",1,3.2,32
New Delhi,"Chinese, Continental",2,3.7,120
New Delhi,"Chinese, Continental, Italian, North Indian",1,3.1,27
New Delhi,"Chinese, Continental, Mexican",1,2.8,14
New Delhi,"Chinese, Continental, North Indian",4,2.5,808
New Delhi,"Chinese, Continental, Thai",1,3.2,88
New Delhi,"Chinese, Fast Food",99,2.0393939393939395,4436
New Delhi,"Chinese, Fast Food, Bakery",1,0.0,0
New Delhi,"Chinese, Fast Food, Ice Cream",1,3.3,11
New Delhi,"Chinese, Fast Food, North Indian",5,1.8199999999999998,563
New Delhi,"Chinese, Fast Food, North Indian, South Indian",1,3.4,280
New Delhi,"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai",1,2.4,29
New Delhi,"Chinese, Fast Food, Pizza",1,0.0,0
New Delhi,"Chinese, Healthy Food",1,2.8,78
New Delhi,"Chinese, Indian",1,0.0,1
New Delhi,"Chinese, Italian",1,0.0,0
New Delhi,"Chinese, Italian, Continental",1,3.1,15
New Delhi,"Chinese, Italian, Continental, North Indian",1,3.6,61
New Delhi,"Chinese, Italian, Fast Food",2,2.75,70
New Delhi,"Chinese, Italian, North Indian",3,3.6999999999999997,815
New Delhi,"Chinese, Japanese",2,3.4,449
New Delhi,"Chinese, Japanese, Italian, Seafood",1,3.5,1027
New Delhi,"Chinese, Japanese, Korean, Asian",1,4.0,225
New Delhi,"Chinese, Japanese, Thai",3,3.1999999999999997,162
New Delhi,"Chinese, Japanese, Thai, Malaysian, Vietnamese, Asian",1,3.6,210
New Delhi,"Chinese, Lucknowi",1,0.0,1
New Delhi,"Chinese, Mexican, Italian",1,3.0,6
New Delhi,"Chinese, Mithai",2,0.0,4
New Delhi,"Chinese, Mughlai",2,3.15,90
New Delhi,"Chinese, Mughlai, North Indian",8,2.25,225
New Delhi,"Chinese, Naga",1,3.7,143
New Delhi,"Chinese, North Eastern",1,0.0,0
New Delhi,"Chinese, North Indian",70,1.9485714285714286,2024
New Delhi,"Chinese, North Indian, Continental, Italian",1,3.4,148
New Delhi,"Chinese, North Indian, Fast Food",3,1.9333333333333333,14
New Delhi,"Chinese, North Indian, Fast Food, Italian",3,4.033333333333333,3536
New Delhi,"Chinese, North Indian, Fast Food, Street Food",1,0.0,1
New Delhi,"Chinese, North Indian, Italian",2,3.35,274
New Delhi,"Chinese, North Indian, Italian, Continental, Fast Food",1,3.2,145
New Delhi,"Chinese, North Indian, Italian, Fast Food",1,3.6,346
New Delhi,"Chinese, North Indian, Italian, Mughlai",1,3.0,11
New Delhi,"Chinese, North Indian, Mithai, Street Food",1,2.6,32
New Delhi,"Chinese, North Indian, Mughlai",4,2.775,266
New Delhi,"Chinese, North Indian, Mughlai, Continental",1,3.0,671
New Delhi,"Chinese, North Indian, Mughlai, Pizza",1,0.0,1
New Delhi,"Chinese, North Indian, Seafood",1,2.8,31
New Delhi,"Chinese, North Indian, South Indian",4,0.85,37
New Delhi,"Chinese, North Indian, Street Food",2,3.35,102
New Delhi,"Chinese, North Indian, Thai",1,3.5,74
New Delhi,"Chinese, Seafood",4,3.4000000000000004,776
New Delhi,"Chinese, Seafood, Asian",1,4.2,391
New Delhi,"Chinese, Seafood, Japanese",2,2.95,221
New Delhi,"Chinese, Seafood, Thai",1,3.5,234
New Delhi,"Chinese, South Indian",11,1.5999999999999999,116
New Delhi,"Chinese, South Indian, Fast Food",3,1.0333333333333334,27
New Delhi,"Chinese, South Indian, North Indian",2,1.35,7
New Delhi,"Chinese, Street Food",1,0.0,2
New Delhi,"Chinese, Thai",31,3.2483870967741937,7603
New Delhi,"Chinese, Thai, Asian",2,3.45,235
New Delhi,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",1,4.1,686
New Delhi,"Chinese, Thai, Continental, Fast Food, North Indian",1,3.9,117
New Delhi,"Chinese, Thai, Continental, North Indian",2,3.75,1368
New Delhi,"Chinese, Thai, Fast Food",2,3.7,242
New Delhi,"Chinese, Thai, Japanese",3,4.1000000000000005,1206
New Delhi,"Chinese, Thai, Japanese, Tibetan",1,3.9,363
New Delhi,"Chinese, Thai, North Indian",1,3.7,137
New Delhi,"Chinese, Thai, Seafood",3,3.4,641
New Delhi,"Chinese, Thai, Seafood, Naga",1,3.8,556
New Delhi,"Chinese, Thai, Seafood, North Indian, Italian",1,3.0,5
New Delhi,"Chinese, Thai, Tibetan, Japanese",1,3.9,419
New Delhi,"Chinese, Tibetan",4,3.275,181
New Delhi,"Chinese, Tibetan, Fast Food",1,3.3,150
New Delhi,"Chinese, Tibetan, Japanese",1,3.6,412
New Delhi,Continental,9,3.577777777777778,1288
New Delhi,"Continental, American",1,4.0,79
New Delhi,"Continental, American, Asian, North Indian",3,4.1,10688
New Delhi,"Continental, American, Fast Food",1,3.9,109
New Delhi,"Continental, American, Italian",2,3.65,954
New Delhi,"Continental, American, Italian, Bakery",1,3.9,1756
New Delhi,"Continental, American, Italian, North Indian, Chinese",1,3.6,23
New Delhi,"Continental, American, Italian, Seafood, North Indian, Cafe",1,4.0,304
New Delhi,"Continental, American, North Indian",1,3.6,30
New Delhi,"Continental, American, Tex-Mex, North Indian",1,3.5,1863
New Delhi,"Continental, Asian, Italian, Mediterranean, Burger",1,3.8,1845
New Delhi,"Continental, Asian, North Indian",1,3.4,19
New Delhi,"Continental, Asian, Sushi",1,4.2,63
New Delhi,"Continental, Cafe",1,3.7,18
New Delhi,"Continental, Chinese, Fast Food",1,0.0,2
New Delhi,"Continental, Chinese, Italian, Cafe",1,3.4,430
New Delhi,"Continental, Chinese, Italian, Finger Food",1,4.3,90
New Delhi,"Continental, Chinese, Japanese, North Indian, Thai",1,3.0,19
New Delhi,"Continental, Chinese, North Indian",4,2.55,179
New Delhi,"Continental, Chinese, North Indian, Healthy Food",1,3.2,12
New Delhi,"Continental, Chinese, Thai",1,4.1,22
New Delhi,"Continental, Chinese, Thai, Mediterranean",1,3.4,174
New Delhi,"Continental, Chinese, Thai, Mughlai, North Indian",1,3.9,168
New Delhi,"Continental, European",1,3.6,127
New Delhi,"Continental, European, North Indian",1,3.1,15
New Delhi,"Continental, European, North Indian, French",1,4.0,189
New Delhi,"Continental, Fast Food",2,3.35,63
New Delhi,"Continental, Fast Food, North Indian, Asian",1,3.6,742
New Delhi,"Continental, Healthy Food",4,3.8,287
New Delhi,"Continental, Italian",8,3.4875,3266
New Delhi,"Continental, Italian, American",1,4.1,1980
New Delhi,"Continental, Italian, American, North Indian",1,3.3,169
New Delhi,"Continental, Italian, Asian, Indian",1,4.7,52
New Delhi,"Continental, Italian, Fast Food",1,0.0,1
New Delhi,"Continental, Italian, Mediterranean",1,3.8,773
New Delhi,"Continental, Italian, Mediterranean, Asian",1,4.1,153
New Delhi,"Continental, Italian, North Indian",4,3.575,666
New Delhi,"Continental, Italian, North Indian, Chinese",1,4.0,115
New Delhi,"Continental, Italian, North Indian, Chinese, Lebanese",1,3.8,43
New Delhi,"Continental, Italian, North Indian, Lebanese",1,2.8,27
New Delhi,"Continental, Kashmiri, Italian, North Indian, Moroccan",1,3.6,300
New Delhi,"Continental, Kerala",1,4.5,1033
New Delhi,"Continental, Mediterranean, Italian, North Indian",1,4.0,510
New Delhi,"Continental, Mexican",1,4.6,1136
New Delhi,"Continental, Mexican, American, Italian, North Indian",1,3.7,706
New Delhi,"Continental, Mexican, Burger, American, Pizza, Tex-Mex",1,4.1,467
New Delhi,"Continental, Mexican, Fast Food, North Indian, Chinese",1,3.1,6
New Delhi,"Continental, Modern Indian, Asian",1,4.0,91
New Delhi,"Continental, North Indian",4,2.825,202
New Delhi,"Continental, North Indian, American, Italian, Mexican",1,4.3,142
New Delhi,"Continental, North Indian, Asian",2,3.5,92
New Delhi,"Continental, North Indian, Chinese",5,3.4,664
New Delhi,"Continental, North Indian, Chinese, Asian",1,4.1,163
New Delhi,"Continental, North Indian, Chinese, Cafe",2,3.5,503
New Delhi,"Continental, North Indian, Chinese, Italian, Finger Food",1,3.6,751
New Delhi,"Continental, North Indian, Chinese, Mediterranean",1,4.1,799
New Delhi,"Continental, North Indian, Chinese, Mughlai, Asian",2,3.8000000000000003,161
New Delhi,"Continental, North Indian, European, Asian",1,4.0,165
New Delhi,"Continental, North Indian, Fast Food, Street Food, South Indian",1,0.0,2
New Delhi,"Continental, North Indian, Italian",5,3.56,1479
New Delhi,"Continental, North Indian, Italian, Asian",2,3.85,2671
New Delhi,"Continental, North Indian, Mughlai, Chinese",1,3.8,40
New Delhi,"Continental, North Indian, Mughlai, Italian",1,4.1,387
New Delhi,"Continental, North Indian, South Indian",1,0.0,1
New Delhi,"Continental, North Indian, South Indian, Italian",1,3.9,821
New Delhi,"Continental, Seafood, Goan, Andhra, Kerala, Thai",1,4.2,46
New Delhi,"Continental, Seafood, North Indian",1,3.3,89
New Delhi,"Continental, Tex-Mex",1,3.8,567
New Delhi,"Continental, Thai, Chinese, North Indian",1,3.2,28
New Delhi,Cuisine Varies,1,0.0,2
New Delhi,Desserts,32,2.68125,1585
New Delhi,"Desserts, Bakery",8,3.0,255
New Delhi,"Desserts, Bakery, Fast Food",2,2.95,48
New Delhi,"Desserts, Bakery, Pizza, Burger, Continental",1,3.6,58
New Delhi,"Desserts, Beverages",10,2.6100000000000003,1001
New Delhi,"Desserts, Cafe",2,4.0,757
New Delhi,"Desserts, Fast Food",4,2.9,162
New Delhi,"Desserts, Fast Food, Chinese",1,3.2,92
New Delhi,"Desserts, Fast Food, Ice Cream",1,4.0,95
New Delhi,"Desserts, Ice Cream",16,3.3875,1025
New Delhi,"Desserts, Ice Cream, Fast Food",3,1.0,10
New Delhi,"Desserts, Ice Cream, North Indian",1,3.5,19
New Delhi,"Desserts, Ice Cream, Pizza",1,0.0,1
New Delhi,"Desserts, Middle Eastern, Turkish",1,3.9,200
New Delhi,"Desserts, Mithai",1,2.9,10
New Delhi,"Desserts, North Indian",1,0.0,1
New Delhi,"Desserts, Street Food",7,2.185714285714286,72
New Delhi,Drinks Only,1,3.5,45
New Delhi,European,3,2.6,347
New Delhi,"European, American",1,3.8,637
New Delhi,"European, American, Street Food",1,0.0,1
New Delhi,"European, Asian",1,4.3,96
New Delhi,"European, Asian, North Indian, Italian, Continental, Pizza",1,4.1,826
New Delhi,"European, Chinese, North Indian, Italian",4,4.05,4027
New Delhi,"European, Continental",3,3.4,490
New Delhi,"European, Continental, North Indian",2,3.55,364
New Delhi,"European, Continental, Pizza",1,4.2,113
New Delhi,"European, Desserts",1,3.6,57
New Delhi,"European, Italian",3,3.8000000000000003,1078
New Delhi,"European, Italian, Cafe",1,4.1,1199
New Delhi,"European, Italian, North Indian",2,4.1,2313
New Delhi,"European, Italian, Thai, Chinese, North Indian",1,3.2,30
New Delhi,"European, Lebanese, Mediterranean",1,4.2,2549
New Delhi,"European, North Indian",2,3.55,249
New Delhi,"European, Sushi, Italian",1,3.0,9
New Delhi,Fast Food,242,2.0578512396694215,9533
New Delhi,"Fast Food, American, Burger",1,4.0,608
New Delhi,"Fast Food, American, Italian",2,3.6500000000000004,211
New Delhi,"Fast Food, Bakery",8,2.4125,160
New Delhi,"Fast Food, Beverages",22,2.5500000000000003,1195
New Delhi,"Fast Food, Beverages, Desserts",1,0.0,1
New Delhi,"Fast Food, Burger",40,3.4025,4465
New Delhi,"Fast Food, Cafe",1,3.2,39
New Delhi,"Fast Food, Chinese",24,1.6875,1274
New Delhi,"Fast Food, Chinese, Bakery",3,3.3000000000000003,91
New Delhi,"Fast Food, Chinese, Mithai, Street Food",1,2.9,4
New Delhi,"Fast Food, Chinese, North Indian",1,3.3,49
New Delhi,"Fast Food, Continental, Italian, Bakery",1,3.2,22
New Delhi,"Fast Food, Desserts",4,2.35,94
New Delhi,"Fast Food, Desserts, Beverages",1,0.0,0
New Delhi,"Fast Food, Healthy Food",1,3.7,105
New Delhi,"Fast Food, Italian",5,1.98,55
New Delhi,"Fast Food, Italian, Beverages",1,3.5,60
New Delhi,"Fast Food, Italian, Chinese",1,4.0,96
New Delhi,"Fast Food, Italian, North Indian, Chinese",1,3.6,22
New Delhi,"Fast Food, Italian, Pizza",3,3.3333333333333335,98
New Delhi,"Fast Food, Maharashtrian, North Indian",1,2.7,11
New Delhi,"Fast Food, Mithai, Bakery",1,3.3,13
New Delhi,"Fast Food, Mughlai",1,0.0,0
New Delhi,"Fast Food, Mughlai, Armenian",1,0.0,0
New Delhi,"Fast Food, North Indian",29,2.386206896551724,903
New Delhi,"Fast Food, North Indian, Bakery",1,3.1,8
New Delhi,"Fast Food, North Indian, Beverages",1,3.8,201
New Delhi,"Fast Food, North Indian, Chinese",5,2.62,380
New Delhi,"Fast Food, North Indian, Chinese, Desserts",1,2.8,13
New Delhi,"Fast Food, North Indian, Chinese, South Indian, Ice Cream",1,2.7,114
New Delhi,"Fast Food, North Indian, Desserts, Ice Cream",2,2.75,243
New Delhi,"Fast Food, North Indian, Mughlai",1,4.0,841
New Delhi,"Fast Food, North Indian, South Indian",2,1.1,251
New Delhi,"Fast Food, North Indian, South Indian, Chinese",1,2.7,39
New Delhi,"Fast Food, North Indian, South Indian, Chinese, Bakery",1,3.2,11
New Delhi,"Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai",1,3.3,236
New Delhi,"Fast Food, Pizza",6,1.75,67
New Delhi,"Fast Food, Pizza, Burger",1,3.6,165
New Delhi,"Fast Food, Raw Meats",1,0.0,3
New Delhi,"Fast Food, South Indian",2,2.1,763
New Delhi,"Fast Food, South Indian, Chinese",1,3.2,23
New Delhi,"Fast Food, South Indian, Chinese, Mithai",1,2.9,4
New Delhi,"Fast Food, South Indian, Mithai",1,0.0,0
New Delhi,"Fast Food, Street Food",13,2.630769230769231,556
New Delhi,"Fast Food, Street Food, Beverages",1,0.0,2
New Delhi,"Fast Food, Street Food, Chinese",1,2.9,8
New Delhi,"Fast Food, Tea",1,2.8,7
New Delhi,"Fast Food, Turkish",3,3.8000000000000003,590
New Delhi,Finger Food,30,2.683333333333333,1806
New Delhi,"Finger Food, Continental, Italian",1,3.7,76
New Delhi,"Finger Food, Continental, Italian, Chinese",1,3.6,90
New Delhi,"Finger Food, Continental, North Indian, Chinese",1,3.1,1099
New Delhi,"Finger Food, European",1,3.2,10
New Delhi,"Finger Food, European, North Indian",1,3.5,422
New Delhi,"Finger Food, Italian",1,3.5,14
New Delhi,"Finger Food, Italian, Middle Eastern",1,3.7,142
New Delhi,"Finger Food, Italian, North Indian",2,4.1,2136
New Delhi,"Finger Food, North Indian",2,3.7,1429
New Delhi,"Finger Food, North Indian, Chinese",1,2.8,19
New Delhi,"Finger Food, North Indian, Continental, Chinese, Italian",1,3.0,4
New Delhi,"Finger Food, North Indian, Continental, Italian",1,3.7,1801
New Delhi,"Finger Food, North Indian, Italian",5,3.44,1281
New Delhi,"French, Italian",1,3.8,199
New Delhi,Goan,1,2.5,29
New Delhi,"Goan, Seafood",1,3.7,277
New Delhi,Gujarati,1,3.6,95
New Delhi,"Gujarati, Rajasthani",1,3.6,1134
New Delhi,"Gujarati, Rajasthani, North Indian, Fast Food",1,3.8,603
New Delhi,"Gujarati, South Indian, North Indian",1,3.7,203
New Delhi,Healthy Food,10,2.66,414
New Delhi,"Healthy Food, Beverages",2,1.85,58
New Delhi,"Healthy Food, Continental",2,3.5,43
New Delhi,"Healthy Food, Continental, Italian",1,4.0,361
New Delhi,"Healthy Food, Continental, Juices, Salad",2,3.55,416
New Delhi,"Healthy Food, Fast Food",1,3.9,54
New Delhi,"Healthy Food, Italian, Juices, Beverages",1,3.7,81
New Delhi,"Healthy Food, Juices",3,1.0333333333333334,9
New Delhi,"Healthy Food, Juices, Salad",1,3.7,37
New Delhi,"Healthy Food, Salad",4,3.75,1046
New Delhi,Hyderabadi,2,2.85,152
New Delhi,"Hyderabadi, Biryani",1,0.0,1
New Delhi,"Hyderabadi, Biryani, North Indian",1,4.2,295
New Delhi,"Hyderabadi, Fast Food",1,3.9,63
New Delhi,"Hyderabadi, North Indian",2,3.3,87
New Delhi,Ice Cream,42,2.7976190476190474,5160
New Delhi,"Ice Cream, Bakery",1,0.0,0
New Delhi,"Ice Cream, Beverages",2,1.95,33
New Delhi,"Ice Cream, Beverages, Fast Food",2,1.6,9
New Delhi,"Ice Cream, Desserts",64,2.8171875,2602
New Delhi,"Ice Cream, Desserts, Beverages",2,4.25,245
New Delhi,"Ice Cream, Desserts, Fast Food",1,3.0,8
New Delhi,"Ice Cream, Desserts, North Indian, Street Food",1,3.8,71
New Delhi,"Ice Cream, Fast Food, Beverages",2,3.5999999999999996,89
New Delhi,"Ice Cream, Mithai, North Indian, Street Food",1,4.3,521
New Delhi,"Ice Cream, Street Food",1,2.9,8
New Delhi,Italian,12,3.158333333333333,3134
New Delhi,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",2,3.6500000000000004,168
New Delhi,"Italian, Chinese, Fast Food, North Indian",1,3.7,32
New Delhi,"Italian, Chinese, North Indian",2,3.45,82
New Delhi,"Italian, Continental",4,3.475,2016
New Delhi,"Italian, Continental, Cafe",1,4.2,2131
New Delhi,"Italian, Continental, European, Cafe",4,4.475,10853
New Delhi,"Italian, Continental, Fast Food, Chinese",1,3.4,50
New Delhi,"Italian, Continental, Fast Food, North Indian",1,0.0,3
New Delhi,"Italian, Continental, Finger Food",1,3.3,50
New Delhi,"Italian, Continental, Mexican, North Indian",1,3.9,1316
New Delhi,"Italian, Continental, North Indian",1,3.9,96
New Delhi,"Italian, European",1,3.9,454
New Delhi,"Italian, European, Cafe",1,4.0,1093
New Delhi,"Italian, Fast Food",5,1.4,78
New Delhi,"Italian, Fast Food, South Indian",1,0.0,0
New Delhi,"Italian, French",1,4.1,711
New Delhi,"Italian, French, European, Cafe",1,3.7,774
New Delhi,"Italian, Mediterranean",1,3.8,1347
New Delhi,"Italian, Mediterranean, Continental, North Indian",2,4.1,3145
New Delhi,"Italian, Mexican, Continental, North Indian, Finger Food",1,4.0,817
New Delhi,"Italian, Mexican, Lebanese, Continental",1,3.8,170
New Delhi,"Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American",1,4.3,130
New Delhi,"Italian, North Indian",1,3.4,267
New Delhi,"Italian, North Indian, Chinese, Mughlai",2,3.75,1181
New Delhi,"Italian, North Indian, Continental",3,3.4333333333333336,1132
New Delhi,"Italian, Pizza",3,3.2999999999999994,690
New Delhi,"Italian, Pizza, Bakery",7,2.7142857142857144,1266
New Delhi,"Italian, Pizza, Fast Food",24,2.9791666666666665,3202
New Delhi,"Italian, Tex-Mex, Continental, North Indian",1,3.9,886
New Delhi,Japanese,4,2.7,494
New Delhi,"Japanese, Asian",1,4.0,46
New Delhi,"Japanese, Chinese",1,3.4,24
New Delhi,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",1,2.8,9
New Delhi,"Japanese, Chinese, Asian, Thai",1,3.7,128
New Delhi,"Japanese, Chinese, Malaysian, Thai, Vietnamese",1,3.3,60
New Delhi,"Japanese, French",1,3.1,10
New Delhi,"Japanese, Korean",1,3.6,59
New Delhi,"Japanese, Sushi",3,3.9666666666666663,1026
New Delhi,"Japanese, Thai, Italian, Asian",1,3.8,1186
New Delhi,"Japanese, Thai, Sushi",1,3.9,290
New Delhi,Juices,3,1.0666666666666667,9
New Delhi,Kashmiri,4,1.625,150
New Delhi,"Kashmiri, Chinese, Mughlai",1,3.3,89
New Delhi,"Kashmiri, North Indian",1,2.9,4
New Delhi,"Kashmiri, North Indian, Mughlai, South Indian, Maharashtrian, Gujarati",1,4.4,676
New Delhi,Kerala,3,2.1,69
New Delhi,"Kerala, Biryani",2,3.75,237
New Delhi,"Kerala, South Indian",2,1.6,86
New Delhi,Korean,2,3.35,385
New Delhi,"Korean, Beverages, Desserts",1,3.9,179
New Delhi,Lebanese,4,3.275,473
New Delhi,"Lebanese, Arabian",2,3.6,214
New Delhi,"Lebanese, Arabian, Moroccan",3,1.5,177
New Delhi,"Lebanese, Chinese",1,3.2,159
New Delhi,"Lebanese, Chinese, Fast Food",1,2.4,30
New Delhi,"Lebanese, Mediterranean, Arabian",1,3.5,246
New Delhi,"Lebanese, Mediterranean, Middle Eastern, Arabian",1,3.9,1071
New Delhi,"Lebanese, North Indian, Fast Food",1,0.0,0
New Delhi,"Lucknowi, Biryani",1,3.1,9
New Delhi,"Lucknowi, Mughlai",1,2.2,182
New Delhi,Maharashtrian,3,3.3666666666666667,127
New Delhi,"Malaysian, Indonesian",1,4.4,77
New Delhi,"Malaysian, Thai",1,3.6,64
New Delhi,"Malaysian, Thai, Kerala, Vietnamese, Sri Lankan",1,4.0,259
New Delhi,"Mediterranean, American, Asian",2,3.6500000000000004,787
New Delhi,"Mediterranean, Continental, Italian",1,3.7,234
New Delhi,"Mediterranean, European",1,3.1,15
